AMC,Fund Name,Morning star rating,Value Research rating,1 month return,NAV,1 Year return,3 Year Return,Minimum investment,Fund Manager,AUM,Category,Risk
axis mutual fund,Axis NASDAQ 100 FoF Reg-G,0,0,3.98%,17.37,26.58%,0,Rs.100.0,Hitesh Das,167.87 cr,Other,Very High
axis mutual fund,Axis Greater China Equity FoF Reg-G,0,0,0.76%,6.54,3.69%,9.99%,Rs.100.0,Hitesh Das,218.97 cr,Other,Very High
axis mutual fund,Axis Global Innovation FoF Reg-G,0,0,3.37%,12.68,25.30%,4.97%,Rs.100.0,Hitesh Das,525.9 cr,Other,Very High
axis mutual fund,Axis Global Equity Alpha FoF Reg-G,0,0,2.59%,16.56,20.17%,8.48%,Rs.100.0,Hitesh Das,848.51 cr,Other,Very High
axis mutual fund,InActive_Axis Nifty IT Index Fund Reg-G,0,0,0,0,0,0,Rs.1000.0,Hitesh Das,0.0 cr,Other,Very High
icici prudential mutual fund,ICICI Pru Large & Mid Cap-G,4,5,6.70%,1004.49,46.13%,26.09%,Rs.100.0,Ihab Dalwai,16586.84 cr,Equity,High 
icici prudential mutual fund,ICICI Pru Infrastructure-G,4,4,5.70%,198.46,58.05%,37.12%,Rs.100.0,Ihab Dalwai,6142.92 cr,Equity,Very High
lic mutual fund,LIC MF Banking & Financial Services Reg-G,3,1,6.23%,20.27,13.70%,11.16%,Rs.1000.0,Jaiprakash Toshniwal,292.73 cr,Equity,Very High
lic mutual fund,LIC MF Nifty 50 Index-G,2,2,5.01%,139.94,26.45%,13.66%,Rs.1000.0,Jaiprakash Toshniwal,332.68 cr,Other,Very High
lic mutual fund,LIC MF BSE Sensex Index-G,1,1,4.92%,155.02,23.03%,12.75%,Rs.1000.0,Jaiprakash Toshniwal,86.45 cr,Other,Very High
dsp mutual fund,DSP World Gold FoF Reg-G,3,0,6.74%,22.54,35.05%,8.55%,Rs.100.0,Jay Kothari,1070.8 cr,Other,Very High
dsp mutual fund,DSP World Agriculture-G,0,0,4.65%,19.01,1.49%,7.42%,Rs.100.0,Jay Kothari,12.18 cr,Other,Very High
dsp mutual fund,DSP World Mining Reg-G,0,0,1.34%,16.15,1.65%,4.27%,Rs.100.0,Jay Kothari,134.32 cr,Other,Very High
dsp mutual fund,DSP World Energy Reg-G,0,0,4.63%,18.42,6.32%,3.70%,Rs.100.0,Jay Kothari,139.15 cr,Other,Very High
dsp mutual fund,DSP Multicap Reg-G,0,0,5.24%,12.72,0,0,Rs.100.0,Jay Kothari,1530.5 cr,Equity,Very High
dsp mutual fund,DSP Multi Asset Allocation Reg-G,0,0,3.41%,12.71,0,0,Rs.100.0,Jay Kothari,2053.38 cr,Hybrid,Very High
dsp mutual fund,DSP Top 100 Equity Reg-G,1,3,5.12%,472.14,38.60%,16.06%,Rs.100.0,Jay Kothari,4456.73 cr,Equity,Moderate 
dsp mutual fund,DSP US Treasury FoF Reg-G,0,0,2.03%,10.79,0,0,Rs.100.0,Jay Kothari,68.17 cr,Other,Very High
dsp mutual fund,DSP Banking & Financial Services Reg-G,0,0,7.57%,11.65,0,0,Rs.100.0,Jay Kothari,840.03 cr,Equity,Very High
dsp mutual fund,DSP Value Reg-G,1,2,4.50%,21.25,39.10%,16.71%,Rs.100.0,Jay Kothari,923.93 cr,Equity,High 
lic mutual fund,LIC MF Nifty Next 50 Index-G,4,4,5.28%,55.93,64.27%,20.55%,Rs.1000.0,Jayesh Dinesh Shah,98.86 cr,Other,Low 
axis mutual fund,Axis Focused Reg-G,2,1,8.29%,56.82,32.85%,6.67%,Rs.100.0,Jinesh Gopani,14155.62 cr,Equity,Very High
axis mutual fund,Axis Growth Opportunities Reg-G,3,3,5.08%,33.14,41.08%,17.37%,Rs.100.0,Jinesh Gopani,14161.13 cr,Equity,Moderately High 
axis mutual fund,Axis ESG Integration Strategy Reg-G,0,0,5.42%,22.58,36.48%,10.79%,Rs.100.0,Jinesh Gopani,1447.12 cr,Equity,Very High
axis mutual fund,Axis Nifty Next 50 Index Reg-G,0,0,5.29%,18.19,64.30%,0,Rs.100.0,Jinesh Gopani,287.79 cr,Other,Very High
axis mutual fund,Axis Nifty Midcap 50 Index Reg-G,0,0,5.05%,20.08,46.18%,0,Rs.100.0,Jinesh Gopani,404.75 cr,Other,Very High
axis mutual fund,Axis Nifty Smallcap 50 Index Reg-G,0,0,9.78%,19.57,60.53%,0,Rs.100.0,Jinesh Gopani,421.61 cr,Other,Very High
axis mutual fund,Axis Nifty 50 Index Reg-G,0,0,5.07%,14.99,27.13%,0,Rs.100.0,Jinesh Gopani,532.52 cr,Other,Very High
axis mutual fund,Axis Value Reg-G,0,0,5.76%,18.91,49.60%,0,Rs.100.0,Jinesh Gopani,715.06 cr,Equity,Very High
axis mutual fund,Axis ELSS Tax Saver-G,2,1,6.55%,98.48,35.66%,9.29%,Rs.500.0,Jinesh Gopani,38422.94 cr,Equity,Very High
baroda bnp paribas mutual fund,Baroda BNP Paribas Aggressive Hybrid Reg-G,4,4,3.59%,28.07,31.31%,15.21%,Rs.500.0,Jitendra Sriram,1170.76 cr,Hybrid,Very High
baroda bnp paribas mutual fund,Baroda BNP Paribas Multi Asset Reg-G,0,0,4.81%,14.6,30.90%,0,Rs.500.0,Jitendra Sriram,1209.96 cr,Hybrid,Very High
baroda bnp paribas mutual fund,Baroda BNP Paribas Manufacturing Reg-G,0,0,2.66%,10.05,0,0,Rs.500.0,Jitendra Sriram,1517.54 cr,Equity,Very High
baroda bnp paribas mutual fund,Baroda BNP Paribas Large Cap-G,4,4,4.10%,230.87,40.49%,18.31%,Rs.500.0,Jitendra Sriram,2342.57 cr,Equity,Moderate 
tata mutual fund,Tata Nifty200 Alpha 30 Index Reg-G,0,0,0,9.84,0,0,Rs.100.0,Kapil Menon,0.0 cr,Other,Very High
tata mutual fund,Tata Nifty500 Multicap India Manufacturing 50,0,0,4.50%,11.66,0,0,Rs.100.0,Kapil Menon,120.51 cr,Other,Very High
tata mutual fund,Tata Nifty India Tourism Index Reg-G,0,0,8.65%,10.52,0,0,Rs.100.0,Kapil Menon,281.96 cr,Other,Very High
tata mutual fund,Tata Nifty Financial Services Index Reg-G,0,0,6.02%,11.22,0,0,Rs.100.0,Kapil Menon,41.18 cr,Other,Very High
tata mutual fund,Tata Nifty Realty Index Reg-G,0,0,2.65%,10.87,0,0,Rs.100.0,Kapil Menon,65.4 cr,Other,Very High
tata mutual fund,Tata Nifty Auto Index Reg-G,0,0,2.91%,11.64,0,0,Rs.100.0,Kapil Menon,79.3 cr,Other,Very High
tata mutual fund,Tata Nifty500 Multicap Infrastructure 50:30:2,0,0,3.63%,11.26,0,0,Rs.100.0,Kapil Menon,82.23 cr,Other,Very High
tata mutual fund,Tata Nifty MidSmall Healthcare Index Reg-G,0,0,8.89%,12.61,0,0,Rs.100.0,Kapil Menon,89.86 cr,Other,Very High
dsp mutual fund,DSPLow Duration Reg-G,3,3,0.57%,18.68,7.16%,5.70%,Rs.100.0,Karan Mundra,4811.12 cr,Debt,Low to Moderate
uti mutual fund,UTI Large Cap Reg-G,3,3,6.05%,283.1,29.77%,13.24%,Rs.500.0,Karthikraj Lakshmanan,13809.22 cr,Equity,Very High
uti mutual fund,UTI Large Cap Reg-G Canserve,0,3,6.05%,283.1,29.77%,13.24%,Rs.500.0,Karthikraj Lakshmanan,13809.22 cr,Equity,Very High
uti mutual fund,UTI MNC Reg-G,4,0,4.48%,420.33,34.26%,14.31%,Rs.500.0,Karthikraj Lakshmanan,3174.37 cr,Equity,Very High
aditya birla sun life mutual fund,Aditya Birla SLLow Duration Inst-G,4,0,0.51%,434.34,6.84%,5.57%,Rs.1.0E7,Kaustubh Gupta,10861.44 cr,Debt,Moderate
aditya birla sun life mutual fund,Aditya Birla SL Active Debt Multi Manager FoF,4,4,0.94%,35.28,8.03%,5.46%,Rs.100.0,Kaustubh Gupta,21.82 cr,Other,Moderate
aditya birla sun life mutual fund,Aditya Birla SL Corporate Bond Reg-G,5,4,0.83%,105.75,8.24%,6.10%,Rs.100.0,Kaustubh Gupta,21436.88 cr,Debt,Moderate
aditya birla sun life mutual fund,Aditya Birla SL Floating Rate Reg-G,4,5,0.56%,326.39,7.54%,6.16%,Rs.1000.0,Kaustubh Gupta,12671.53 cr,Debt,Low to Moderate
aditya birla sun life mutual fund,Aditya Birla SL Money Manager Reg-G,4,5,0.60%,348.23,7.63%,6.26%,Rs.1000.0,Kaustubh Gupta,27664.75 cr,Debt,Moderate
aditya birla sun life mutual fund,Aditya Birla SL Short Term Reg-G,4,4,0.73%,44.57,7.66%,5.81%,Rs.1000.0,Kaustubh Gupta,8315.2 cr,Debt,Moderate
aditya birla sun life mutual fund,Aditya Birla SL Overnight Reg-G,0,3,0.53%,1325.06,6.69%,5.59%,Rs.1000.0,Kaustubh Gupta,8823.35 cr,Debt,Low
aditya birla sun life mutual fund,Aditya Birla SL Banking & PSU Debt Reg-G,5,4,0.73%,343.8,7.66%,5.64%,Rs.1000.0,Kaustubh Gupta,9406.52 cr,Debt,Moderate
aditya birla sun life mutual fund,Aditya Birla SL Banking & PSU Debt Ret-G,5,0,0.73%,516.1,7.66%,5.64%,Rs.10000.0,Kaustubh Gupta,9406.52 cr,Debt,Moderate
aditya birla sun life mutual fund,Aditya Birla SLLow Duration Reg-G,4,2,0.51%,619.46,6.84%,5.57%,Rs.500.0,Kaustubh Gupta,10861.44 cr,Debt,Moderate
aditya birla sun life mutual fund,Aditya Birla SL Floating Rate Ret-G,4,0,0.56%,472.08,7.54%,6.16%,Rs.5000.0,Kaustubh Gupta,12671.53 cr,Debt,Low to Moderate
aditya birla sun life mutual fund,Aditya Birla SL Money Manager Ret-G,5,0,0.60%,429.2,7.63%,6.26%,Rs.5000.0,Kaustubh Gupta,27664.75 cr,Debt,Moderate
icici prudential mutual fund,ICICI Pru Equity Savings-G,2,4,1.52%,21.44,10.40%,8.85%,Rs.100.0,Kayzad Eghlim,11403.31 cr,Hybrid,Low to Moderate
icici prudential mutual fund,ICICI Pru Nifty 50 Index -G,3,3,5.07%,253.25,27.27%,14.29%,Rs.100.0,Kayzad Eghlim,11525.06 cr,Other,Very High
icici prudential mutual fund,ICICI Pru BSE 500 ETF FOF-G,0,0,5.00%,16.17,35.88%,0,Rs.100.0,Kayzad Eghlim,124.84 cr,Other,Very High
icici prudential mutual fund,ICICI Pru Nifty 100Low Volatility 30 ETF FOF,0,3,6.93%,19.02,39.22%,16.76%,Rs.100.0,Kayzad Eghlim,1285.12 cr,Other,Low 
icici prudential mutual fund,ICICI Pru BSE Sensex Index-G,0,2,5.00%,26.88,24.02%,13.50%,Rs.100.0,Kayzad Eghlim,1722.85 cr,Other,Very High
icici prudential mutual fund,ICICI Pru Nifty Smallcap 250 Index-G,0,0,7.83%,18.69,52%,0,Rs.100.0,Kayzad Eghlim,408.0 cr,Other,Very High
icici prudential mutual fund,ICICI Pru Nifty Bank Index-G,0,0,4.16%,14.6,13.22%,0,Rs.100.0,Kayzad Eghlim,480.29 cr,Other,Very High
icici prudential mutual fund,ICICI Pru Nifty Midcap 150 Index-G,0,0,5.41%,19.38,46.39%,0,Rs.100.0,Kayzad Eghlim,557.25 cr,Other,Very High
icici prudential mutual fund,ICICI Pru Nifty Next 50 Index-G,5,4,5.34%,66.37,65.16%,20.76%,Rs.100.0,Kayzad Eghlim,6863.18 cr,Other,Low 
icici prudential mutual fund,ICICI Pru Nifty AlphaLow Volatility 30 ETF F,0,0,4.05%,16.87,53.70%,0,Rs.100.0,Kayzad Eghlim,723.04 cr,Other,Very High
icici prudential mutual fund,ICICI Pru Nifty Auto Index-G,0,0,2.91%,20.43,60.98%,0,Rs.1000.0,Kayzad Eghlim,141.33 cr,Other,Very High
icici prudential mutual fund,ICICI Pru BHARAT 22 FOF-G,0,5,0.91%,33.99,55.62%,39.47%,Rs.1000.0,Kayzad Eghlim,2040.16 cr,Other,Very High
icici prudential mutual fund,ICICI Pru Equity Arbitrage-G,3,4,0.58%,32.52,7.63%,5.97%,Rs.1000.0,Kayzad Eghlim,24111.41 cr,Hybrid,Low
icici prudential mutual fund,ICICI Pru Nifty 200 Momentum 30 Index-G,0,0,3.32%,19.59,59.58%,0,Rs.1000.0,Kayzad Eghlim,437.6 cr,Other,Very High
icici prudential mutual fund,ICICI Pru Nifty IT Index-G,0,0,10.83%,14.69,33.28%,0,Rs.1000.0,Kayzad Eghlim,470.42 cr,Other,Very High
icici prudential mutual fund,ICICI Pru Nifty Pharma Index-G,0,0,5.56%,17.88,50.47%,0,Rs.1000.0,Kayzad Eghlim,72.14 cr,Other,Very High
icici prudential mutual fund,ICICI Pru Nifty50 Equal Weight Index-G,0,0,5.79%,16.68,37.30%,0,Rs.1000.0,Kayzad Eghlim,85.22 cr,Other,Very High
dsp mutual fund,DSP Equity Savings Reg-G,3,3,2.39%,20.97,16.93%,9.07%,Rs.100.0,Kedar Karnik,1735.4 cr,Hybrid,Moderate
dsp mutual fund,DSP Liquidity Reg-G,4,3,0.58%,3528.99,7.34%,5.99%,Rs.100.0,Kedar Karnik,18699.2 cr,Debt,Low to Moderate
dsp mutual fund,DSP Overnight Reg-G,0,4,0.54%,1315.1,6.73%,5.63%,Rs.100.0,Kedar Karnik,2131.74 cr,Debt,Low
dsp mutual fund,DSP Ultra Short Reg-G,3,3,0.54%,3218.93,6.95%,5.46%,Rs.100.0,Kedar Karnik,2845.84 cr,Debt,Low to Moderate
dsp mutual fund,DSP Savings-G,4,3,0.58%,49.7,7.30%,5.75%,Rs.100.0,Kedar Karnik,4511.94 cr,Debt,Low to Moderate
dsp mutual fund,DSP Global Allocation FoF Reg-G,0,0,3.11%,20.13,15.71%,4.64%,Rs.100.0,Kedar Karnik,57.68 cr,Other,Very High
dsp mutual fund,DSP Arbitrage Reg-G,0,3,0.52%,14.18,7.49%,5.82%,Rs.100.0,Kedar Karnik,5945.37 cr,Hybrid,Low
dsp mutual fund,DSP Floater Reg-G,3,1,0.88%,12.36,8.86%,6.14%,Rs.100.0,Kedar Karnik,804.65 cr,Debt,Moderate
dsp mutual fund,DSP Global Innovation FoF Reg-G,0,0,2.35%,13.53,24.21%,0,Rs.100.0,Kedar Karnik,838.45 cr,Other,Very High
dsp mutual fund,DSP US Flexible Equity-G,0,0,2.73%,54.57,16.74%,9.74%,Rs.100.0,Kedar Karnik,908.58 cr,Other,Very High
lic mutual fund,LIC MF Gold ETF FoF-G,0,3,3.80%,19.44,23.72%,14.57%,Rs.1000.0,Khozem Zakiuddin Jabalpurwala,57.46 cr,Other,High
nippon india mutual fund,Nippon India Strategic Debt-G,1,3,0.79%,14.48,7.69%,5.15%,Rs.100.0,Kinjal Desai,117.33 cr,Debt,Moderately High
nippon india mutual fund,Nippon India Taiwan Equity Reg-G,0,0,6.13%,10.89,25.29%,0,Rs.1000.0,Kinjal Desai,375.16 cr,Equity,Very High
hdfc mutual fund,HDFC Silver ETF FoF Reg-G,0,0,4.94%,14.56,19.45%,0,Rs.100.0,Krishan Kumar Daga,123.97 cr,Other,Very High
hdfc mutual fund,HDFC Developed World Indexes FoF Reg-G,0,0,4.04%,13.75,23.15%,0,Rs.100.0,Krishan Kumar Daga,1260.45 cr,Other,Very High
hdfc mutual fund,HDFC NIFTY50 Equal Weight Index Reg-G,0,4,5.80%,18.04,37.81%,19.30%,Rs.100.0,Krishan Kumar Daga,1404.07 cr,Other,Low 
hdfc mutual fund,HDFC NIFTY Next 50 Index Reg-G,0,0,5.34%,17.47,64.72%,0,Rs.100.0,Krishan Kumar Daga,1731.55 cr,Other,Very High
hdfc mutual fund,HDFC Index Nifty 50,3,3,5.06%,238.7,27.26%,14.29%,Rs.100.0,Krishan Kumar Daga,18127.0 cr,Other,Very High
hdfc mutual fund,HDFC Gold-G,0,4,3.69%,22.28,23.20%,14.49%,Rs.100.0,Krishan Kumar Daga,2294.93 cr,Other,Very High
hdfc mutual fund,HDFC Nifty 100 Index Reg-G,0,0,5.01%,15.33,32.51%,0,Rs.100.0,Krishan Kumar Daga,232.35 cr,Other,Very High
hdfc mutual fund,HDFC NIFTY 100 Equal Weight Index Reg-G,0,0,5.22%,17.3,48.25%,0,Rs.100.0,Krishan Kumar Daga,295.0 cr,Other,Very High
hdfc mutual fund,HDFC Index Fund - BSE Sensex,3,2,4.99%,762.43,23.86%,13.45%,Rs.100.0,Krishan Kumar Daga,7774.9 cr,Other,Very High
mahindra manulife mutual fund,Mahindra Manulife Business Cycle Reg-G,0,0,5.72%,15.74,57.16%,0,Rs.500.0,Krishna Sanghvi,1146.47 cr,Equity,Very High
mahindra manulife mutual fund,Mahindra Manulife Focused Reg-G,4,4,5.07%,27.89,47.22%,22.97%,Rs.500.0,Krishna Sanghvi,1784.83 cr,Equity,Moderately High 
invesco mutual fund,Invesco IndiaLow Duration-G,4,3,0.57%,3563.24,7.28%,5.65%,Rs.100.0,Krishna Venkat Cheemalapati,1405.99 cr,Debt,Low to Moderate
invesco mutual fund,Invesco India Corporate Bond-G,3,3,0.83%,2976.64,7.88%,5.32%,Rs.100.0,Krishna Venkat Cheemalapati,4053.26 cr,Debt,Moderate
invesco mutual fund,Invesco India Overnight Reg-G,0,4,0.54%,1242.89,6.77%,5.63%,Rs.100.0,Krishna Venkat Cheemalapati,506.9 cr,Debt,Low
invesco mutual fund,Invesco India Gilt-G,3,3,1.49%,2709.77,10.96%,5.99%,Rs.100.0,Krishna Venkat Cheemalapati,966.15 cr,Debt,Moderate
invesco mutual fund,Invesco India Banking and PSU-G,3,1,0.86%,2127.15,8.13%,4.72%,Rs.1000.0,Krishna Venkat Cheemalapati,100.61 cr,Debt,Moderate
invesco mutual fund,Invesco India Credit Risk Reg-G,3,3,0.72%,1784.07,8.94%,6.54%,Rs.1000.0,Krishna Venkat Cheemalapati,140.33 cr,Debt,Moderately High
invesco mutual fund,Invesco India Medium Duration Reg-G,2,2,0.82%,1164.47,7.76%,4.73%,Rs.1000.0,Krishna Venkat Cheemalapati,242.91 cr,Debt,Moderate
invesco mutual fund,Invesco India Short Duration-G,3,2,0.72%,3347.01,7.79%,4.98%,Rs.1000.0,Krishna Venkat Cheemalapati,394.53 cr,Debt,Moderate
invesco mutual fund,Invesco India Money Market-G,4,3,0.58%,2872.8,7.32%,5.69%,Rs.1000.0,Krishna Venkat Cheemalapati,4530.33 cr,Debt,Low to Moderate
invesco mutual fund,Invesco India Ultra Short Duration-G,4,0,0.57%,2546.16,7.21%,5.60%,Rs.1000.0,Krishna Venkat Cheemalapati,879.07 cr,Debt,Low to Moderate
invesco mutual fund,Invesco India Short Duration B-G,3,0,0.71%,3334.08,7.75%,4.97%,Rs.25000.0,Krishna Venkat Cheemalapati,394.53 cr,Debt,Moderate
invesco mutual fund,Invesco India Nifty G-sec Sep 2032 Index Reg-,0,0,1.10%,1136.44,9.54%,0,Rs.500.0,Krishna Venkat Cheemalapati,46.57 cr,Other,Moderate
invesco mutual fund,Invesco India Nifty G-sec Jul 2027 Index Reg-,0,0,0.70%,1117.94,8.14%,0,Rs.500.0,Krishna Venkat Cheemalapati,67.43 cr,Other,Low to Moderate
invesco mutual fund,Invesco India Gold ETF FoF-G,0,3,3.47%,21.09,22.54%,14.42%,Rs.500.0,Krishna Venkat Cheemalapati,77.35 cr,Other,High
invesco mutual fund,Invesco IndiaLow Duration Retail-G,3,0,0.52%,3189.48,6.61%,5.01%,Rs.5000.0,Krishna Venkat Cheemalapati,1405.99 cr,Debt,Low to Moderate
invesco mutual fund,Invesco India Money Market Reg-G,2,0,0.51%,2555.89,6.51%,4.94%,Rs.5000.0,Krishna Venkat Cheemalapati,4530.33 cr,Debt,Low to Moderate
axis mutual fund,Axis US Treasury Dynamic Bond ETF FoF Reg-G,0,0,2.27%,10.63,0,0,Rs.100.0,Krishnaa N,68.33 cr,Other,Very High
aditya birla sun life mutual fund,Aditya Birla SL MNC Reg-G,4,0,3.91%,1448.8,33.79%,13.04%,Rs.100.0,Kunal Sangoi,4054.99 cr,Equity,Very High
aditya birla sun life mutual fund,Aditya Birla SL Digital India Reg-G,0,0,9.64%,190.6,34.22%,12.90%,Rs.100.0,Kunal Sangoi,5311.04 cr,Equity,Very High
aditya birla sun life mutual fund,Aditya Birla SL Pure Value Reg-G,2,1,4.75%,133.05,42.11%,22.45%,Rs.100.0,Kunal Sangoi,6732.46 cr,Equity,High 
dsp mutual fund,DSP Short Term-G,4,3,0.67%,43.71,7.33%,5.15%,Rs.100.0,Laukik Bagwe,3219.46 cr,Debt,Moderate
dsp mutual fund,DSP Dynamic Asset Allocation Reg-G,2,2,2.46%,26.49,20.92%,9.90%,Rs.100.0,Laukik Bagwe,3237.18 cr,Hybrid,Moderate
sbi mutual fund,SBI Credit Risk-G,4,3,0.62%,42.74,7.91%,6.45%,Rs.500.0,Lokesh Mallya,2370.34 cr,Debt,High
aditya birla sun life mutual fund,Aditya Birla SL Arbitrage Reg-G,0,3,0.51%,25.18,7.59%,5.87%,Rs.100.0,Lovelish Solanki,13315.96 cr,Hybrid,Low
aditya birla sun life mutual fund,Aditya Birla SL Nifty Next 50 Index Reg-G,0,0,5.28%,18.3,64.30%,0,Rs.100.0,Lovelish Solanki,144.49 cr,Other,Very High
aditya birla sun life mutual fund,Aditya Birla SL Silver ETF FoF Reg-G,0,0,1.65%,13.61,14.67%,0,Rs.100.0,Lovelish Solanki,151.95 cr,Other,Very High
aditya birla sun life mutual fund,Aditya Birla SL Multi - Index FoF Reg-G,0,0,2.65%,15.54,36.32%,0,Rs.100.0,Lovelish Solanki,17.11 cr,Other,Very High
aditya birla sun life mutual fund,Aditya Birla SL Nifty Smallcap 50 Index Reg-G,0,1,9.74%,22.38,60.20%,19.67%,Rs.100.0,Lovelish Solanki,258.53 cr,Other,Very High 
aditya birla sun life mutual fund,Aditya Birla SL Nifty Midcap 150 Index Reg-G,0,3,5.41%,24.48,47.26%,25.83%,Rs.100.0,Lovelish Solanki,273.49 cr,Other,Very High
aditya birla sun life mutual fund,Aditya Birla SL Nifty 50 Equal Weight Index R,0,4,5.79%,18.37,37.47%,19.06%,Rs.100.0,Lovelish Solanki,319.29 cr,Other,Low 
aditya birla sun life mutual fund,Aditya Birla SL Gold Reg-G,0,1,2.26%,21.6,19.96%,13.57%,Rs.100.0,Lovelish Solanki,371.06 cr,Other,High
aditya birla sun life mutual fund,Aditya Birla SL Balanced Advantage Reg-G,3,3,3.34%,102.92,22.71%,12.16%,Rs.100.0,Lovelish Solanki,7560.12 cr,Hybrid,Very High
aditya birla sun life mutual fund,Aditya Birla SL Nifty 50 Index Reg-G,2,2,5.05%,254.93,27.13%,14.11%,Rs.100.0,Lovelish Solanki,989.85 cr,Other,Very High
mirae asset mutual fund,Mirae Asset Money Market Reg-G,3,2,0.60%,1186.87,7.38%,5.76%,Rs.500.0,Mahendra Kumar Jajoo,1235.28 cr,Debt,Low to Moderate
mirae asset mutual fund,Mirae Asset Equity Savings Reg-G,4,4,2.70%,19.41,17.42%,10.31%,Rs.500.0,Mahendra Kumar Jajoo,1279.19 cr,Hybrid,Moderately High
mirae asset mutual fund,Mirae AssetLow Duration Reg-G,3,3,0.56%,2129.31,7.12%,5.48%,Rs.500.0,Mahendra Kumar Jajoo,1430.22 cr,Debt,Moderate
mirae asset mutual fund,Mirae Asset Dynamic Bond Reg-G,2,2,0.57%,15.23,6.92%,4.28%,Rs.500.0,Mahendra Kumar Jajoo,147.49 cr,Debt,Low to Moderate
mirae asset mutual fund,Mirae Asset Ultra Short Duration Reg-G,4,5,0.60%,1232.44,7.49%,6.05%,Rs.500.0,Mahendra Kumar Jajoo,1611.12 cr,Debt,Moderate
mirae asset mutual fund,Mirae Asset Balanced Advantage Reg-G,0,0,3.09%,13.72,20.35%,0,Rs.500.0,Mahendra Kumar Jajoo,1734.82 cr,Hybrid,High
mirae asset mutual fund,Mirae Asset CRISIL IBX Gilt Index - April 203,0,0,1.07%,11.81,9.32%,0,Rs.500.0,Mahendra Kumar Jajoo,244.78 cr,Other,Moderate
mirae asset mutual fund,Mirae Asset Arbitrage Reg-G,0,3,0.50%,12.38,7.60%,5.83%,Rs.500.0,Mahendra Kumar Jajoo,2560.2 cr,Hybrid,Low
mirae asset mutual fund,Mirae Asset Short Duration Reg-G,2,3,0.68%,14.76,7.23%,5.12%,Rs.500.0,Mahendra Kumar Jajoo,339.54 cr,Debt,Moderate
mirae asset mutual fund,Mirae Asset Corporate Bond Reg-G,2,2,0.68%,11.95,7.33%,5.07%,Rs.500.0,Mahendra Kumar Jajoo,49.21 cr,Debt,Moderate
mirae asset mutual fund,Mirae Asset Banking and PSU Reg-G,3,2,0.63%,12.15,7.35%,5.09%,Rs.500.0,Mahendra Kumar Jajoo,58.02 cr,Debt,Moderate
mirae asset mutual fund,Mirae Asset Nifty SDL June 2028 Index Reg-G,0,0,0.76%,11.17,8.33%,0,Rs.500.0,Mahendra Kumar Jajoo,78.6 cr,Other,Moderate
mirae asset mutual fund,Mirae Asset Nifty SDL Jun 2027 Index Reg-G,0,0,0.64%,11.52,8.27%,0,Rs.500.0,Mahendra Kumar Jajoo,807.46 cr,Other,Low to Moderate
mirae asset mutual fund,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2,0,0,0.58%,11.41,7.49%,0,Rs.500.0,Mahendra Kumar Jajoo,89.19 cr,Other,Low to Moderate
mirae asset mutual fund,Mirae Asset Aggressive Hybrid Reg-G,3,3,5.11%,32.16,27.26%,13.66%,Rs.500.0,Mahendra Kumar Jajoo,9380.6 cr,Hybrid,Very High
hsbc mutual fund,HSBC Overnight Reg-G,0,3,0.53%,1281.56,6.71%,5.59%,Rs.1000.0,Mahesh A Chhabria,2445.22 cr,Debt,Low
hsbc mutual fund,HSBC Ultra Short Duration Reg-G,3,4,0.57%,1277.25,7.25%,5.89%,Rs.1000.0,Mahesh A Chhabria,3384.84 cr,Debt,Low to Moderate
hsbc mutual fund,HSBC Banking and PSU Debt-G,3,2,0.55%,22.73,7.03%,4.51%,Rs.1000.0,Mahesh A Chhabria,4600.16 cr,Debt,Low to Moderate
hsbc mutual fund,HSBC Multi Asset Allocation Reg-G,0,0,3.46%,11.87,0,0,Rs.500.0,Mahesh A Chhabria,1986.79 cr,Hybrid,Very High
aditya birla sun life mutual fund,Aditya Birla SL Infrastructure Reg-G,2,1,4.00%,100.82,47.53%,26.85%,Rs.100.0,Mahesh Patil,1252.41 cr,Equity,High 
aditya birla sun life mutual fund,Aditya Birla SL Frontline Equity Reg-G,4,3,5.48%,534.17,33.48%,16.42%,Rs.100.0,Mahesh Patil,30606.69 cr,Equity,Moderately High 
aditya birla sun life mutual fund,Aditya Birla SL Frontline Equity Reg-G Trigge,4,3,5.48%,534.17,33.48%,16.42%,Rs.100.0,Mahesh Patil,30606.69 cr,Equity,Moderately High 
aditya birla sun life mutual fund,Aditya Birla SL PSU Equity Reg-G,0,0,0.37%,35.5,64.50%,38.64%,Rs.100.0,Mahesh Patil,5945.6 cr,Equity,Very High
aditya birla sun life mutual fund,Aditya Birla SL Multi-Cap Reg-G,1,0,6.40%,20.29,38.50%,18.59%,Rs.100.0,Mahesh Patil,6317.66 cr,Equity,Very High
aditya birla sun life mutual fund,Aditya Birla SL Focused Reg-G,3,2,5.76%,142.64,36.17%,16.14%,Rs.100.0,Mahesh Patil,8023.04 cr,Equity,Moderately High 
icici prudential mutual fund,ICICI Pru Regular Gold Savings (FOF)-G,0,3,3.73%,23.06,23.47%,14.49%,Rs.100.0,Manish Banthia,1067.06 cr,Other,High
icici prudential mutual fund,ICICI Pru Business Cycle-G,0,0,3.29%,23.52,43.15%,24.29%,Rs.100.0,Manish Banthia,11534.66 cr,Equity,High 
